gene,SRR18701208,SRR18701209,SRR18701210,SRR18701211,SRR18701212,SRR18701213,SRR18701214,SRR18701215,SRR18701216,SRR18701217,SRR18701218,SRR18701219
Gm22130,0,0,0,0,0,0,0,0,0,0,0,0
Gm22131,0,0,0,0,0,0,0,0,0,0,0,0
Gm22138,0,0,1,0,0,0,0,0,0,0,0,0
Gm22139,0,0,0,0,0,0,0,0,0,0,0,0
Gm22140,0,0,0,0,0,0,0,0,0,0,0,0
Gm22146,0,1,0,0,0,0,2,0,0,0,0,0
Gm22148,0,0,0,0,0,0,0,0,0,0,0,0
Gm22149,0,0,0,0,0,0,0,0,0,0,0,0
Gm22150,0,0,0,0,0,0,0,0,0,0,0,0
Gm22154,5,0,4,0,0,0,0,0,0,0,0,0
Gm22155,0,0,0,0,0,0,0,0,0,0,0,0
Gm22156,0,0,0,0,0,0,0,0,0,0,0,0
Gm22157,0,0,0,0,0,0,0,0,0,0,0,0
Gm22158,0,0,0,0,0,0,0,0,0,0,0,0
Gm22159,0,0,0,0,0,0,0,0,0,0,0,0
Gm22163,0,0,0,0,0,0,0,0,0,0,0,0
Gm22169,0,0,0,0,0,0,0,0,0,0,0,0
Gm22170,0,0,0,0,0,0,0,0,0,0,0,0
Gm22177,0,1,1,0,0,0,0,0,0,0,0,0
Gm22186,0,0,0,0,0,0,0,0,0,0,0,0
Gm22187,0,0,0,0,0,0,0,0,0,0,0,0
Gm22192,8,9,4,9,0,10,14,5,0,0,1,0
Gm22193,2,1,1,0,0,2,0,1,0,0,0,0
Gm22200,6,8,7,12,0,1,8,5,0,4,3,3
Gm22205,0,0,0,0,0,0,0,0,0,0,0,0
Gm22208,3,11,3,1,0,3,0,5,0,1,6,7
Gm22210,0,0,0,0,0,0,0,0,0,0,0,0
Gm22212,0,0,0,0,0,0,0,0,0,0,0,0
Gm22215,0,0,0,0,0,0,0,0,0,0,0,0
Gm22218,0,0,0,0,0,0,0,0,0,0,0,0
Gm22219,0,0,0,0,0,0,9,0,0,0,0,0
Gm22221,0,0,0,0,0,0,0,0,0,0,0,0
Gm22226,0,0,0,0,0,0,0,0,0,0,0,0
Gm22229,0,0,0,0,0,0,0,0,0,0,0,0
Gm22236,0,0,0,0,0,0,0,0,0,0,0,0
Gm22245,0,0,1,0,0,0,0,0,0,1,0,2
Gm22246,0,0,0,0,0,0,0,0,0,0,0,0
Gm22247,0,0,1,0,0,3,0,3,0,0,0,0
Gm22249,0,0,0,0,0,0,0,0,0,0,2,0
Gm22251,0,0,0,0,0,0,0,0,0,0,0,0
Gm22252,0,0,0,0,0,0,0,0,0,0,0,0
Gm22253,0,0,0,0,0,0,0,0,0,0,0,0
Gm22255,0,0,0,0,0,0,0,0,0,0,0,0
Gm22258,0,0,0,0,0,0,0,0,0,0,0,0
Gm22259,0,0,0,0,0,0,0,0,0,0,0,0
Gm22260,0,0,0,0,0,0,0,0,0,0,0,0
Gm22263,0,0,0,0,0,0,0,0,0,0,0,0
Gm22264,0,0,0,0,0,0,0,0,0,0,0,0
Gm22265,0,0,0,0,0,0,0,0,0,0,0,0
Gm22266,0,0,0,0,0,0,0,0,0,0,0,0
Gm22267,0,0,0,0,0,0,0,0,0,0,0,0
Gm22268,0,0,0,0,0,0,0,0,0,0,0,0
Gm22269,0,0,0,0,0,0,0,0,0,0,0,0
Gm22270,33,59,30,38,14,38,15,46,38,21,9,14
Gm22271,0,0,1,0,0,0,0,0,0,0,0,0
Gm22272,0,0,0,0,0,0,0,0,0,0,0,0
Gm22273,0,0,0,0,0,0,0,0,0,0,0,0
Gm22274,0,0,0,0,0,0,0,0,0,0,0,0
Gm22281,0,0,0,0,0,0,0,0,0,0,0,0
Gm22283,0,0,0,0,0,0,0,0,0,0,0,0
Gm22284,0,0,0,0,0,0,0,0,0,0,0,0
Gm22285,0,0,0,0,0,0,0,0,0,0,0,0
Gm22286,0,0,0,0,0,0,0,0,0,0,0,0
Gm22287,0,0,0,0,0,0,0,0,0,0,0,0
Gm22288,0,0,0,0,0,0,0,0,0,0,0,0
Gm22290,0,0,0,0,0,0,0,0,0,0,0,0
Gm22291,0,0,0,0,0,0,0,0,0,0,0,0
Gm22294,0,0,0,0,0,0,0,0,0,0,0,0
Gm22295,3,1,1,0,0,0,0,0,21,0,0,1
Gm22296,0,0,0,0,0,0,0,0,0,0,0,0
Gm22297,2,6,0,0,0,0,0,1,0,1,0,0
Gm22298,0,0,0,0,0,0,0,0,0,0,0,0
Gm22299,3,9,3,12,8,6,0,19,0,1,0,0
Gm22300,0,0,0,0,0,0,0,0,0,0,0,0
Gm22301,0,0,0,0,0,0,0,0,0,0,0,0
Gm22302,0,0,0,0,0,0,0,0,0,0,0,0
Gm22303,2,0,1,0,0,4,0,1,0,0,0,0
Gm22304,0,0,0,0,0,0,0,0,0,0,0,0
Gm22305,0,0,1,0,3,0,0,0,0,0,0,0
Gm22306,0,0,0,0,0,0,0,0,0,0,0,0
Gm22307,1,0,0,0,0,0,0,0,0,0,0,0
Gm22308,0,0,0,0,0,0,0,0,0,0,0,0
Gm22312,0,0,0,0,0,1,0,0,0,0,0,0
Gm22313,0,0,0,0,0,0,0,0,0,0,0,0
Gm22315,0,0,0,0,0,0,0,0,0,0,0,0
Gm22317,0,0,0,0,0,0,0,0,0,0,0,0
Gm22321,0,0,0,0,0,0,0,0,0,0,0,0
Gm2233,0,0,0,0,0,0,0,0,0,0,0,0
Gm22331,0,0,0,0,0,0,0,0,0,0,0,0
Gm22334,4,6,5,1,1,11,0,16,13,10,0,0
Gm22336,0,0,0,0,0,1,0,0,0,0,0,0
Gm22337,0,0,0,0,0,0,0,0,0,0,0,0
Gm22339,0,0,0,0,0,0,0,0,0,0,0,0
Gm22341,0,0,0,0,0,0,0,0,0,0,0,0
Gm22345,3,0,0,0,0,0,0,0,0,0,0,0
Gm22347,0,0,0,0,0,0,0,0,0,0,0,0
Gm22348,0,0,0,0,0,0,0,0,0,0,0,0
Gm22351,0,2,0,0,0,3,0,8,0,1,0,0
Gm22352,0,3,0,0,0,1,0,0,0,0,0,0
Gm22353,0,0,0,0,0,0,0,0,0,0,0,0
Gm22354,0,0,0,0,0,0,0,0,0,0,0,0
Gm22357,34,18,22,19,2,34,11,12,12,17,12,12
Gm22358,1,0,0,0,0,0,0,0,0,0,0,0
Gm22359,0,0,0,0,0,0,0,0,0,0,0,0
Gm22360,0,0,4,0,0,0,0,1,0,0,0,0
Gm22362,1,5,12,2,0,1,0,1,0,1,1,0
Gm22363,0,0,0,0,0,0,0,0,0,0,0,0
Gm22365,0,0,0,0,0,0,0,0,0,0,0,0
Gm22367,0,0,0,0,0,0,0,0,0,0,0,0
Gm2237,1,0,3,0,0,1,0,1,0,0,0,0
Gm22371,0,0,0,0,0,0,0,0,0,0,0,0
Gm22372,0,0,0,0,0,0,0,0,0,0,0,0
Gm22374,0,0,0,3,0,0,0,0,0,0,0,0
Gm22378,0,0,0,0,0,0,0,0,0,0,0,0
Gm22379,0,0,0,0,6,0,0,0,0,0,0,0
Gm2238,1,0,5,0,4,0,8,0,0,0,0,0
Gm22381,0,0,0,0,0,0,0,0,0,0,0,0
Gm22382,0,0,0,0,0,0,0,0,0,0,0,0
Gm22386,0,0,0,0,0,0,0,0,0,0,0,0
Gm22387,0,0,0,0,0,2,0,0,0,2,0,0
Gm22391,0,0,0,0,0,0,0,0,0,0,0,0
Gm22392,44,56,42,50,24,49,0,51,0,29,40,13
Gm22393,0,0,0,0,0,0,0,0,0,0,0,0
Gm22394,0,0,0,0,0,0,0,0,0,0,0,0
Gm2240,1,16,0,30,0,17,0,19,0,10,19,32
Gm22416,0,0,0,0,0,0,0,0,0,0,0,0
Gm22417,0,0,0,0,0,0,0,0,0,0,0,0
Gm22418,0,0,0,0,0,0,0,0,0,0,0,0
Gm22421,0,0,0,0,0,0,0,0,0,0,0,0
Gm22422,3,3,9,2,5,7,0,4,0,2,1,1
Gm22423,0,0,0,0,0,0,0,0,0,0,0,0
Gm22425,0,0,0,0,0,0,0,0,0,0,0,0
Gm22428,0,0,0,0,0,0,0,0,0,0,0,0
Gm22429,0,0,0,0,0,0,0,0,0,0,0,0
Gm22433,0,0,0,0,0,0,0,0,0,0,0,0
Gm22434,0,0,0,0,0,0,0,0,0,0,0,0
Gm22438,0,0,0,0,0,0,0,0,0,0,0,0
Gm22439,0,0,0,0,0,0,0,0,0,0,0,0
Gm2244,1,0,0,0,0,0,0,0,0,0,0,0
Gm22442,7,5,5,9,6,0,0,4,0,1,6,4
Gm22443,0,0,0,0,0,0,0,0,0,0,0,0
Gm22444,0,0,0,0,0,0,0,0,0,0,0,0
Gm22446,0,0,0,0,0,0,0,0,0,0,0,0
Gm22447,0,0,0,0,0,0,0,0,0,0,0,0
Gm22448,0,0,0,0,0,0,0,0,0,0,0,0
Gm22449,0,0,0,0,0,0,0,0,0,0,0,0
Gm2245,16,52,12,27,5,17,9,23,0,15,10,5
Gm22450,0,0,1,0,0,0,0,0,0,0,0,0
Gm22452,0,0,0,0,0,0,0,0,0,0,0,0
Gm22454,0,0,0,0,0,0,0,0,0,0,0,0
Gm22455,4,4,6,5,4,18,5,5,0,5,0,1
Gm22458,0,0,0,0,0,0,0,0,0,0,0,0
Gm22469,0,0,0,0,0,0,0,0,0,0,0,0
Gm22470,0,0,0,0,0,0,0,0,0,0,0,0
Gm22471,0,0,0,0,0,0,0,0,0,0,0,0
Gm22472,0,0,0,0,0,0,0,0,0,0,0,0
Gm22473,0,0,0,0,0,0,0,0,0,0,0,0
Gm22474,0,0,0,0,0,0,0,0,0,0,0,0
Gm22476,0,0,0,0,0,0,0,0,0,0,0,0
Gm22480,0,0,0,0,0,0,0,0,0,0,0,0
Gm22488,8,3,1,2,0,1,0,0,0,1,1,0
Gm22489,4,4,3,1,2,5,1,5,20,4,4,0
Gm22490,0,0,2,0,0,0,0,0,0,0,0,0
Gm22491,0,0,0,0,0,0,0,0,0,0,0,0
Gm22493,0,0,0,0,0,0,0,0,0,0,0,0
Gm22494,0,0,0,0,0,0,0,0,0,0,0,0
Gm22495,0,0,0,0,0,0,0,0,0,0,0,0
Gm22496,0,0,0,0,0,0,0,0,0,0,0,0
Gm22497,0,0,0,0,0,0,0,0,0,0,0,0
Gm22498,1,0,2,0,2,2,0,0,0,3,2,0
Gm22499,0,0,0,0,0,0,0,0,0,0,0,0
Gm22501,0,0,0,0,0,0,0,0,0,0,0,0
Gm22502,0,0,0,0,0,0,0,0,0,0,0,0
Gm22503,0,0,0,0,0,0,0,0,0,0,5,0
Gm22504,0,0,0,0,0,0,0,0,0,0,3,0
Gm22505,0,0,0,0,0,0,0,0,0,0,0,0
Gm22507,0,0,0,0,0,0,0,0,0,0,0,0
Gm22509,0,0,0,0,0,0,0,0,0,0,0,0
Gm22510,0,0,0,0,0,0,0,0,0,0,0,0
Gm22511,0,0,0,0,0,0,0,0,0,0,0,0
Gm22513,3,2,6,0,5,5,12,0,0,0,12,45
Gm22516,14,1,11,2,2,5,0,4,0,7,0,2
Gm22517,0,0,0,0,0,0,0,0,0,0,0,0
Gm22519,0,0,0,0,0,0,0,0,0,1,3,0
Gm22520,0,0,0,0,0,0,0,0,0,0,0,0
Gm22521,0,0,0,0,0,0,0,0,0,0,0,0
Gm22524,0,0,0,0,0,0,0,0,0,0,0,0
Gm22536,0,0,0,0,0,0,0,0,0,0,0,0
Gm22540,0,3,0,2,6,3,0,0,0,1,1,0
Gm22544,0,0,0,0,0,0,0,0,0,0,0,0
Gm22545,0,0,0,0,0,0,0,0,0,0,0,0
Gm22546,0,0,0,0,0,0,0,0,0,0,0,0
Gm22549,0,0,0,0,0,0,0,0,0,0,0,0
Gm22550,0,0,0,0,0,0,0,0,0,0,0,0
Gm22554,0,0,0,0,0,0,0,0,0,0,0,0
Gm22559,0,0,0,0,0,0,0,0,0,0,0,0
Gm22571,11,19,11,30,4,17,0,4,33,5,0,3
Gm22572,0,0,0,0,0,0,0,0,0,0,0,0
Gm22573,0,0,0,0,0,0,0,0,0,0,0,0
Gm22575,0,0,0,0,0,0,0,0,0,0,0,0
Gm22576,0,0,0,0,0,0,0,0,0,0,0,0
Gm22577,0,0,0,0,0,0,0,0,0,0,0,0
Gm22578,0,0,0,0,0,0,0,0,0,0,0,0
Gm22579,0,0,0,0,0,0,0,0,0,0,0,0
Gm22580,0,0,0,0,0,0,0,0,0,0,0,0
Gm22581,71,79,52,66,30,76,53,110,32,34,23,85
Gm22583,0,0,0,0,0,0,0,0,0,0,0,0
Gm22584,0,0,0,0,0,0,0,0,0,0,0,0
Gm22588,0,0,0,0,0,0,0,3,0,3,0,6
Gm22589,32,17,19,9,13,5,0,18,17,14,7,9
Gm22590,0,0,0,0,0,0,4,0,0,0,0,0
Gm22591,18,11,8,9,2,22,0,25,4,11,9,6
Gm22592,0,0,0,0,0,0,0,0,0,0,0,0
Gm22593,0,0,0,0,0,0,0,0,0,0,0,0
Gm22594,0,0,0,0,0,0,0,0,0,0,0,0
Gm22595,0,0,0,0,0,0,0,0,0,0,0,0
Gm22598,0,0,0,0,0,0,0,0,0,0,0,0
Gm22599,0,0,0,0,0,0,0,0,0,0,0,0
Gm22605,0,0,0,0,0,0,0,0,0,0,0,0
Gm22606,0,0,0,0,0,0,0,0,0,0,0,0
Gm22608,0,0,0,0,3,0,0,0,0,0,0,0
Gm22614,0,0,0,0,0,0,0,0,0,0,0,0
Gm22618,0,0,0,0,0,0,0,0,0,0,0,0
Gm22620,0,0,0,0,0,0,0,0,0,0,0,0
Gm22621,0,0,0,0,0,0,0,0,0,0,0,0
Gm22622,0,0,0,0,0,0,0,0,0,0,0,0
Gm22623,1,0,0,0,0,0,0,0,0,2,0,0
Gm22627,0,0,0,0,0,0,0,0,0,0,0,0
Gm22628,0,0,0,0,0,0,0,0,0,0,0,0
Gm22629,0,0,0,0,0,0,0,0,0,0,0,0
Gm22630,0,0,0,0,0,0,0,0,0,0,0,0
Gm22631,0,0,0,0,0,0,0,0,0,0,0,0
Gm22632,0,0,0,0,0,0,0,0,0,0,0,0
Gm22633,0,0,0,0,0,0,0,0,0,0,0,0
Gm22634,0,0,0,0,0,0,0,0,0,0,0,0
Gm22638,0,0,0,0,0,0,0,0,0,0,0,0
Gm22640,0,0,0,0,0,0,0,0,0,0,0,0
Gm22645,0,0,0,0,0,0,0,0,0,0,0,0
Gm22652,0,0,0,0,0,0,0,0,0,0,0,0
Gm22654,0,0,0,0,0,0,0,0,0,0,0,0
Gm22656,0,2,0,1,0,0,0,0,0,0,0,0
Gm22657,0,1,2,0,0,0,0,0,0,0,0,0
Gm22659,0,0,0,0,0,0,0,0,0,0,0,0
Gm22660,0,0,0,0,0,5,0,0,0,0,0,0
Gm22661,0,0,0,0,0,0,0,0,0,0,0,0
Gm22671,0,0,0,0,0,0,0,0,0,0,0,0
Gm22672,0,3,0,4,8,2,0,2,0,0,0,8
Gm22673,0,0,0,0,0,0,0,0,0,0,0,0
Gm22674,0,0,0,0,0,0,0,0,0,0,0,0
Gm22675,0,0,0,0,0,0,0,0,0,0,0,0
Gm22676,0,0,0,0,0,0,0,0,0,0,0,0
Gm22680,8,11,7,2,2,5,10,8,0,4,18,1
Gm22681,0,0,0,0,0,0,0,0,0,0,0,0
Gm22682,0,0,0,0,0,0,0,1,0,0,0,0
Gm22683,0,0,0,0,0,0,0,0,0,0,0,0
Gm22684,0,0,0,0,0,0,0,0,0,0,0,0
Gm22685,0,0,0,0,0,0,0,0,0,0,0,0
Gm22699,0,0,0,0,0,0,0,0,0,0,0,0
Gm22704,0,0,0,0,0,0,0,0,0,0,0,0
Gm22708,0,0,0,0,0,0,0,0,0,0,0,0
Gm22711,0,1,0,0,0,0,0,0,0,0,3,10
Gm22713,0,0,0,0,0,0,0,0,0,0,0,0
Gm22716,11,11,14,16,14,16,12,42,14,13,8,25
Gm22722,0,0,0,0,0,0,0,0,0,0,0,0
Gm22723,0,0,0,0,0,0,0,0,0,0,0,0
Gm22724,0,0,0,0,0,0,0,0,0,0,0,0
Gm22728,3,0,1,2,0,0,0,3,0,6,6,1
Gm22739,0,0,0,0,0,1,0,0,0,0,0,0
Gm22740,0,0,0,0,0,0,0,0,0,0,0,0
Gm22741,0,0,0,0,0,0,0,0,0,0,0,0
Gm22743,0,0,1,0,0,2,0,1,0,0,0,0
Gm22744,2,1,1,2,5,0,0,2,8,1,2,2
Gm22746,0,0,0,0,0,0,0,0,0,0,0,0
Gm22747,0,0,0,0,0,0,0,0,0,0,0,0
Gm22748,116,10,118,10,10,1,0,8,29,4,8,0
Gm22749,0,0,0,0,0,0,0,0,0,0,0,0
Gm22753,14,19,14,5,3,9,33,16,0,6,11,27
Gm22756,0,0,0,0,0,0,0,0,0,0,0,0
Gm22762,0,0,0,0,0,0,0,0,0,0,0,0
Gm22767,8,3,5,7,0,6,0,4,0,2,4,1
Gm22769,0,0,0,0,0,0,0,0,0,0,0,0
Gm22772,0,0,0,0,0,0,0,4,0,0,0,0
Gm22776,0,0,0,0,0,0,0,0,0,0,0,0
Gm22777,0,0,0,0,0,0,0,0,0,0,0,0
Gm22778,0,0,0,0,0,0,0,0,0,0,0,0
Gm22779,0,0,0,0,0,0,0,0,0,0,0,0
Gm22780,0,0,0,0,0,0,0,0,0,0,0,0
Gm22781,0,0,0,0,0,0,0,0,0,0,0,0
Gm22782,0,0,0,0,0,0,0,0,0,0,0,0
Gm22783,0,0,0,0,0,0,0,0,0,0,0,0
Gm22784,0,0,0,0,0,0,0,0,0,0,0,0
Gm22785,0,0,0,0,0,0,0,0,0,0,0,0
Gm22786,2,3,1,0,0,0,0,0,16,1,2,0
Gm22788,0,0,0,0,0,0,0,0,0,0,0,0
Gm22789,0,0,0,0,0,0,0,0,0,0,0,0
Gm22792,0,0,0,0,0,0,0,0,0,0,0,0
Gm22797,0,0,0,0,0,0,0,0,0,0,0,0
Gm22798,0,0,0,0,0,0,6,0,0,0,0,0
Gm22805,0,0,0,0,0,0,0,0,0,0,0,0
Gm22806,33,45,44,30,20,60,17,71,64,32,10,13
Gm22807,0,0,0,0,0,0,0,0,0,0,0,0
Gm22808,0,0,0,0,0,0,0,0,0,0,0,0
Gm22810,0,0,0,0,0,0,0,0,0,0,0,0
Gm22812,0,0,0,0,0,0,0,0,0,0,0,0
Gm22813,0,0,0,0,0,0,0,0,0,0,0,0
Gm22815,0,0,1,0,0,0,0,0,0,0,0,0
Gm22818,9,18,4,7,17,10,6,11,0,4,4,11
Gm22821,0,0,0,0,0,0,0,0,0,0,0,0
Gm22822,1,0,0,0,0,0,0,1,0,0,0,1
Gm22823,0,0,0,0,0,0,0,0,0,0,0,0
Gm22826,0,0,0,0,0,0,0,0,0,0,0,0
Gm22827,0,0,0,0,0,0,0,0,0,0,0,0
Gm22828,0,0,0,0,0,0,0,0,0,0,0,0
Gm22829,0,0,0,0,0,0,0,0,0,0,0,0
Gm22830,0,0,0,0,0,0,0,0,0,0,0,0
Gm22833,0,0,0,0,0,0,0,0,0,0,0,0
Gm22834,0,0,0,0,0,0,0,0,0,0,0,0
Gm22836,0,0,0,0,0,0,0,0,0,0,0,0
Gm22840,0,0,0,0,0,0,0,0,0,0,0,0
Gm22841,0,0,0,0,0,0,0,0,0,0,0,0
Gm22845,0,0,0,0,0,0,0,0,0,0,0,0
Gm22851,0,0,0,0,0,0,0,0,0,0,0,0
Gm22857,0,0,0,0,0,0,0,0,0,0,0,0
Gm22858,8,5,10,9,4,5,9,9,0,6,3,0
Gm22863,0,0,0,0,0,0,0,0,0,0,0,0
Gm22868,0,0,0,0,0,0,0,0,0,0,0,0
Gm2287,14,1,5,0,5,5,19,4,15,0,0,1
Gm22871,0,0,0,0,0,0,0,0,0,0,0,0
Gm22879,0,1,0,1,0,0,0,0,0,0,0,0
Gm22880,0,0,0,0,0,0,0,0,0,0,0,0
Gm22881,0,0,0,0,0,0,0,0,0,0,0,0
Gm22883,0,0,0,0,0,0,0,0,0,0,0,0
Gm22886,0,0,0,0,0,0,0,0,0,0,0,0
Gm22887,3,4,0,0,3,0,0,0,0,1,2,0
Gm22888,5,5,4,1,0,6,0,5,15,0,0,1
Gm22889,0,0,0,0,0,0,0,0,0,0,0,0
Gm22890,5,4,5,4,0,3,0,9,11,5,0,2
Gm22897,4,6,3,0,0,2,5,9,0,2,0,20
Gm22899,0,0,0,0,0,0,0,0,0,0,0,0
Gm22900,0,0,0,0,0,0,0,0,0,0,0,0
Gm22909,0,0,0,0,0,0,0,0,0,0,0,0
Gm22910,0,0,0,0,0,0,0,0,0,0,0,0
Gm22911,0,0,0,0,0,0,0,0,0,0,0,0
Gm22912,0,0,0,0,0,0,0,0,0,0,0,0
Gm22915,0,0,0,0,0,0,0,0,0,0,0,0
Gm22927,0,0,2,0,0,0,0,0,0,0,0,2
Gm22929,0,0,0,0,0,0,0,0,0,0,0,0
Gm22934,0,0,0,0,0,0,0,0,0,0,0,0
Gm22935,106,29,138,40,14,21,5,47,0,10,20,10
Gm22936,0,0,0,0,0,0,0,0,0,0,0,0
Gm22937,0,0,0,0,0,0,0,0,0,0,0,0
Gm22939,0,0,0,0,0,0,0,0,0,0,0,0
Gm22941,0,0,0,0,0,0,0,0,0,0,0,0
Gm22942,0,0,0,0,0,0,0,0,0,0,0,0
Gm22944,0,0,0,0,0,0,0,0,0,0,0,0
Gm22945,0,0,0,0,0,0,0,0,0,0,0,0
Gm22950,0,0,0,0,0,0,0,0,0,0,0,0
Gm22951,3,1,4,0,0,3,0,7,0,3,2,6
Gm22960,0,0,0,0,0,0,0,0,0,0,0,0
Gm22966,0,0,0,0,0,0,0,0,0,0,0,0
Gm22969,0,0,1,0,0,0,0,0,0,0,0,0
Gm22970,0,0,0,0,0,0,0,0,0,0,0,0
Gm22972,364,288,359,196,188,278,187,452,123,129,54,152
Gm22973,0,0,0,0,0,0,0,0,0,0,1,1
Gm22974,0,0,0,0,0,0,0,0,0,0,0,0
Gm22975,0,0,0,0,0,0,0,0,0,0,0,0
Gm22977,0,0,0,0,0,0,0,0,0,0,0,0
Gm22978,0,0,0,0,0,0,0,0,0,0,0,0
Gm22979,0,0,0,0,0,0,0,0,0,0,0,0
Gm22980,0,18,7,13,0,5,4,6,0,4,3,9
Gm22981,0,0,0,0,0,0,0,0,0,0,0,0
Gm22988,135,138,134,112,49,113,15,95,39,100,36,38
Gm22995,0,0,0,0,0,0,0,0,0,0,0,0
Gm22996,0,0,0,0,0,0,0,0,0,0,0,0
Gm22997,0,0,0,0,0,0,0,0,0,0,0,0
Gm23002,0,0,0,0,0,0,0,2,0,0,0,0
Gm23003,0,0,0,0,0,0,0,0,0,0,0,0
Gm23005,0,0,0,0,0,0,0,0,0,0,0,0
Gm23008,0,2,0,0,0,0,0,0,0,0,0,0
Gm23010,1,6,3,0,1,5,0,3,0,0,0,0
Gm23011,0,0,0,0,0,0,0,0,0,0,0,0
Gm23012,0,0,0,0,0,0,0,0,0,0,0,0
Gm23013,0,0,0,0,0,0,0,0,0,0,0,0
Gm23014,0,0,0,0,0,0,0,0,0,0,0,0
Gm23015,0,0,0,0,0,0,0,0,0,0,0,0
Gm23016,0,0,0,0,0,0,0,0,0,0,0,0
Gm23017,0,0,0,0,0,0,0,4,0,2,0,0
Gm23021,0,0,0,0,0,0,0,0,0,0,0,0
Gm23025,0,0,0,0,0,0,0,0,0,0,0,0
Gm23032,0,0,0,0,0,0,0,0,0,0,0,0
Gm23033,0,0,0,0,0,0,0,0,0,0,0,0
Gm23034,0,0,1,0,0,0,0,0,0,0,0,0
Gm23035,0,0,0,0,0,0,0,0,0,0,0,0
Gm23038,0,0,0,0,0,0,0,0,0,0,0,0
Gm23039,0,0,0,0,0,0,0,0,0,0,0,0
Gm23040,0,0,0,0,0,0,5,0,0,0,0,0
Gm23041,0,0,0,0,0,0,0,0,0,0,0,0
Gm23047,0,0,0,0,0,0,0,0,0,0,0,0
Gm23048,0,0,0,0,0,0,0,0,0,0,0,0
Gm23050,0,0,0,0,0,0,0,0,0,0,0,0
Gm23054,1,6,3,6,7,5,6,4,23,3,1,5
Gm23056,0,0,0,0,0,0,0,0,0,0,0,0
Gm23057,0,0,0,0,0,0,0,2,0,1,1,0
Gm23058,0,0,1,0,0,0,0,0,0,0,0,0
Gm23059,0,0,0,0,0,0,0,0,0,0,0,0
Gm23067,0,0,0,0,0,0,0,0,0,0,0,0
Gm23076,0,0,0,0,0,0,0,0,0,0,0,0
Gm23080,0,0,0,0,0,0,0,0,0,0,0,0
Gm23082,0,0,0,0,0,0,0,0,0,0,0,0
Gm23089,0,0,0,0,0,0,0,0,0,0,0,0
Gm2309,0,0,0,0,0,0,0,0,0,0,0,0
Gm23090,1,4,2,3,0,3,0,5,0,1,2,0
Gm23092,0,0,0,0,0,0,0,0,0,0,0,0
Gm23093,0,0,0,0,0,0,0,0,0,0,0,0
Gm23095,0,0,1,0,0,0,0,0,0,0,0,0
Gm23096,0,0,0,0,0,0,0,0,0,0,0,0
Gm23097,0,0,0,2,0,0,0,0,0,0,0,0
Gm23102,1,0,0,0,0,0,0,0,0,0,0,0
Gm23103,0,0,0,0,0,0,0,0,0,0,0,0
Gm23104,0,0,0,0,0,0,0,0,0,0,0,0
Gm23105,0,0,0,0,0,0,0,0,0,0,0,1
Gm23109,0,0,0,0,0,2,0,0,0,0,0,0
Gm23111,3,1,2,1,0,2,0,1,0,5,2,0
Gm23117,0,0,0,0,0,0,0,0,0,0,0,0
Gm23118,0,0,0,0,0,0,0,0,0,0,0,0
Gm23119,29,27,23,6,16,17,4,37,0,9,4,25
Gm23123,0,0,0,0,0,0,0,1,0,0,0,0
Gm23124,0,0,0,0,0,0,0,0,0,0,0,0
Gm23125,0,0,0,0,0,0,0,0,0,0,0,0
Gm23126,0,0,0,0,0,0,0,0,0,0,0,0
Gm23127,6,11,7,9,3,4,0,15,0,1,0,11
Gm23128,0,0,0,0,0,0,0,0,0,0,0,0
Gm23129,0,0,0,0,0,0,0,0,0,0,0,0
Gm23130,14,40,33,18,3,23,4,32,27,25,6,12
Gm23131,0,0,0,0,0,0,0,0,0,0,0,0
Gm23132,0,0,0,0,0,0,0,0,0,0,0,0
Gm23136,16,10,24,14,0,11,0,5,0,13,5,5
Gm23137,0,0,0,0,0,0,0,0,0,0,0,0
Gm23138,0,1,0,1,0,2,0,0,0,3,0,2
Gm23139,0,0,0,0,0,0,0,0,0,0,0,0
Gm23140,0,0,0,0,0,0,0,0,0,0,0,0
Gm23141,0,0,0,0,0,0,0,0,0,0,0,0
Gm23142,0,0,0,0,0,0,0,0,0,0,0,0
Gm23143,0,0,0,0,0,0,0,0,0,1,0,2
Gm23144,0,0,0,0,0,0,0,0,0,0,0,0
Gm23145,0,0,0,0,0,0,0,0,0,0,0,0
Gm23148,0,0,0,0,0,0,0,0,0,0,0,0
Gm23151,0,0,0,0,0,0,0,0,0,0,0,0
Gm23168,0,0,0,0,0,0,0,0,0,0,0,0
Gm23169,0,0,0,4,0,0,0,0,0,0,0,2
Gm23175,0,0,0,0,0,0,0,0,0,0,0,0
Gm23176,0,0,0,0,0,0,0,0,0,0,0,0
Gm23182,0,2,0,0,0,0,0,0,0,0,0,0
Gm23186,0,0,0,0,0,0,0,0,0,0,0,0
Gm23187,0,0,0,0,0,0,0,0,0,0,0,0
Gm23191,0,0,0,0,0,0,0,0,0,0,0,0
Gm23194,0,0,0,0,0,0,0,0,0,0,0,0
Gm23195,0,0,0,0,0,0,0,0,0,0,0,0
Gm23196,0,0,0,0,0,0,0,0,0,0,0,0
Gm23199,0,0,0,0,0,0,0,0,0,0,0,0
Gm23200,0,0,0,0,0,0,0,0,0,0,0,0
Gm23201,19,37,23,52,0,26,23,20,19,15,7,11
Gm23202,1,5,3,3,0,1,0,1,0,1,0,2
